"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030593","GO:0030593","neutrophil chemotaxis","34/3909","85/18986",0.4,1.94279866973651,4.43574632507537,3.36487791345783e-05,0.00193143992232479,0.00166827104972488,"BSG/CCR7/CSF3R/CX3CL1/CXCL1/CXCL10/CXCL13/CXCL2/CXCL3/CXCL6/CXCL8/CXCL9/CXCR1/CXCR2/EDN1/IL1B/ITGA1/JAML/LBP/MPP1/NCKAP1L/PDE4B/PF4/PIK3CG/PIKFYVE/PIP5K1C/PPBP/RIPOR2/S100A9/SRP54/SYK/THBS4/TNFAIP6/TREM1",34
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","27/3909","62/18986",0.435483870967742,2.11514371301958,4.47817317216408,3.64163450125367e-05,0.00207146668837078,0.00178921843063018,"BRD2/BRD4/CD69/CD83/CD86/GATA3/HLA-DRA/HLA-DRB1/HLX/IFNG/IL2RG/IRF4/JUNB/LGALS1/MALT1/NCKAP1L/NFKBIZ/RARA/RC3H1/RIPK2/RUNX1/RUNX3/SHB/SMAD7/TBX21/TNFSF4/ZBTB7B",27
"GO:0030099","GO:0030099","myeloid cell differentiation","128/3909","451/18986",0.283813747228381,1.37848242642058,4.14207886487344,4.11686381845232e-05,0.00232088197765249,0.00200464957174826,"ABI1/ACVR2A/ADGRF5/ALAS2/AP3B1/ATP5IF1/ATP6AP1/B2M/BAP1/BLVRB/BMP2/BMP4/BPGM/CAMK4/CASP10/CASP3/CASP8/CCR1/CCR7/CSF1/CSF3R/DLL1/DNASE2/EFNA2/EPB42/EVI2B/F2RL1/FAM20C/FASN/FBXW7/FES/FLVCR1/FOSL2/G6PD/GAB2/GATA3/GPR137/GPR137B/GPR183/H4C15/H4C4/H4C5/H4C8/HIF1A/HLA-DRB1/HOXA7/HSF1/HSPA1A/HSPA1B/ID2/IFI16/IFNG/IGHE/IKZF1/IL15/IREB2/IRF4/IRF7/JAK2/JUNB/KAT8/LBR/LEF1/LOX/LTBR/LYN/MAPK14/MEF2C/MEIS2/MFHAS1/MMP9/MPL/MTOR/MYH9/NBEAL2/NCKAP1L/NEDD9/P2RX5/PAF1/PF4/PIP4K2A/PML/PRKDC/PTBP3/PTK2B/PTPN11/PTPN2/PTPRJ/RARA/RARG/RASSF2/RB1/RCOR1/RNF41/RUNX1/SBNO2/SELENOW/SFXN1/SH3PXD2A/SLC4A2/SNRK/SNX10/SP3/SRF/SRP54/STAT1/TET2/TF/TFE3/TFRC/TGFB1/TGFBR2/THRA/TLR2/TLR4/TM4SF19/TMEM64/TNFAIP6/TOB2/TRIB1/TSPAN2/UBD/UFL1/VEGFA/ZBTB46/ZBTB7A/ZFPM1/ZNF385A",128
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation","25/3909","56/18986",0.446428571428571,2.16830208675949,4.45814846738857,4.22928192470478e-05,0.00236315805952088,0.00204116531456874,"AP3B1/AP3D1/BRD2/BRD4/CD83/CD86/HLA-DRA/HLA-DRB1/HLX/IFNG/IL2RG/MALT1/NCKAP1L/NFKBIZ/RARA/RIPK2/RUNX1/RUNX3/SHB/SHH/SYK/TGFBR2/TNFSF4/ZAP70/ZBTB7B",25
"GO:0051770","GO:0051770","positive regulation of nitric-oxide synthase biosynthetic process","11/3909","16/18986",0.6875,3.33918521360962,4.76619278021446,4.30494148923977e-05,0.00238433338272455,0.00205945538834268,"AKAP12/CCL2/FCER2/IFNG/JAK2/LRRK2/MAP2K4/NAMPT/STAT1/TLR2/TLR4",11
"GO:0043368","GO:0043368","positive T cell selection","23/3909","50/18986",0.46,2.23421847019698,4.44952436888553,4.76180062520588e-05,0.00261443557804782,0.0022582049463791,"BCL11B/BCL2/BRD2/BRD4/CD3D/CD69/CTSL/CYLD/DOCK2/IRF4/LGALS1/MTOR/PTPN2/PTPRC/SHH/SLAMF6/SRF/STK11/TBX21/THEMIS/TOX/ZAP70/ZFPM1",23
"GO:0006486","GO:0006486","protein glycosylation","71/3909","223/18986",0.318385650224215,1.54639804429699,4.17918019349326,4.87644137062629e-05,0.00263161118069525,0.00227304028261042,"A4GALT/ABCA2/ALG13/ALG5/ALG6/ARFGEF1/B3GALT1/B3GALT4/B3GAT3/B3GNT2/B3GNT7/B3GNT9/B4GALNT2/B4GALT4/B4GAT1/COG3/DERL3/DPM3/DPY19L1/EDEM3/EOGT/EXT1/EXT2/EXTL1/FKTN/FUT11/FUT2/FUT3/GALNT1/GALNT3/GALNTL6/GBGT1/GCNT1/GXYLT2/IL15/LARGE2/MAN1A2/MAN1C1/MAN2A1/MGAT3/MGAT4C/MGAT5/MGAT5B/MPDU1/NPC1/NUS1/OGT/OSTC/PGM3/PMM1/POGLUT1/POMT1/RPN1/RPN2/SLC39A8/SLC51B/ST3GAL1/ST6GAL1/ST6GALNAC3/ST6GALNAC6/ST8SIA4/STT3B/TET2/TMEM165/TMEM260/TMTC1/TMTC4/TRIP11/UBE2J1/UGGT1/VEGFB",71
"GO:0043413","GO:0043413","macromolecule glycosylation","71/3909","223/18986",0.318385650224215,1.54639804429699,4.17918019349326,4.87644137062629e-05,0.00263161118069525,0.00227304028261042,"A4GALT/ABCA2/ALG13/ALG5/ALG6/ARFGEF1/B3GALT1/B3GALT4/B3GAT3/B3GNT2/B3GNT7/B3GNT9/B4GALNT2/B4GALT4/B4GAT1/COG3/DERL3/DPM3/DPY19L1/EDEM3/EOGT/EXT1/EXT2/EXTL1/FKTN/FUT11/FUT2/FUT3/GALNT1/GALNT3/GALNTL6/GBGT1/GCNT1/GXYLT2/IL15/LARGE2/MAN1A2/MAN1C1/MAN2A1/MGAT3/MGAT4C/MGAT5/MGAT5B/MPDU1/NPC1/NUS1/OGT/OSTC/PGM3/PMM1/POGLUT1/POMT1/RPN1/RPN2/SLC39A8/SLC51B/ST3GAL1/ST6GAL1/ST6GALNAC3/ST6GALNAC6/ST8SIA4/STT3B/TET2/TMEM165/TMEM260/TMTC1/TMTC4/TRIP11/UBE2J1/UGGT1/VEGFB",71
"GO:0032743","GO:0032743","positive regulation of interleukin-2 production","18/3909","35/18986",0.514285714285714,2.49788400394694,4.51623786698023,5.04956722766612e-05,0.00270194639622745,0.00233379195419609,"CCR2/CD28/CD83/CD86/CLEC7A/GLMN/IL1B/IRF4/MALT1/MAP3K7/PDE4B/PDE4D/PRKCQ/PTPRC/RIPK2/RUNX1/SPTBN1/TRAF2",18
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","46/3909","129/18986",0.356589147286822,1.73195230247828,4.2473886719386,5.10165265715851e-05,0.00270687688044528,0.00233805063394412,"ARMC5/BRD2/BRD4/CD274/CD28/CD55/CD69/CD83/CD86/CTSL/ENTPD7/GATA3/GPR183/HLA-DRA/HLA-DRB1/HLX/IFNG/IL2RA/IL2RG/IRF4/JUNB/LEF1/LGALS1/MALT1/MTOR/NCKAP1L/NFKBIZ/NKG7/PRKCQ/RARA/RC3H1/RIPK2/RUNX1/RUNX3/SEMA4A/SHB/SLAMF6/SMAD7/STAT4/TARM1/TBX21/TGFBR2/TNFSF4/TOX/ZBTB7B/ZFPM1",46
"GO:0002263","GO:0002263","cell activation involved in immune response","95/3909","319/18986",0.297805642633229,1.44644101586966,4.0945184653381,5.6842006129146e-05,0.00297900615019553,0.00257310085593635,"ADGRE2/AP1G1/APBB1IP/ATAD5/BRD2/BRD4/CCR2/CCR6/CD180/CD19/CD28/CD46/CD69/CD84/CD86/CLEC4D/CR1/DDRGK1/DLL1/DNASE1L3/DOCK10/DOCK11/DOCK2/DYSF/ENTPD7/ERCC1/F2RL1/FCGR3A/FES/GAB2/GATA3/GPR183/GRN/HLA-DRA/HLA-DRB1/HLA-F/HLX/IFI35/IFNG/IGHE/IRF4/ITGAL/JUNB/KMT5C/LBP/LCP1/LEF1/LFNG/LGALS1/LYN/MALT1/MTOR/NBN/NCKAP1L/NFKBIZ/NKG7/PARP3/PGLYRP3/PIK3CG/PLCL2/PRKCE/PTK2B/PTPRC/PYCARD/RARA/RASGRP1/RC3H1/RIPK2/RNF168/S100A13/SBNO2/SEMA4A/SHB/SLAMF1/SLAMF6/SLC15A4/SMAD7/SPHK2/ST3GAL1/STAT4/STX4/SUCNR1/SUPT6H/SYK/TBX21/TFRC/TGFB1/TLR4/TNFSF13/TNFSF4/VAMP2/VAMP8/XBP1/ZBTB7B/ZFPM1",95
"GO:0045061","GO:0045061","thymic T cell selection","14/3909","24/18986",0.583333333333333,2.8332480600324,4.57578333599774,5.70889680351059e-05,0.00297900615019553,0.00257310085593635,"ATG5/CCR7/CD28/CD3D/DOCK2/GATA3/JAG2/PTPN2/PTPRC/SHH/SRF/STK11/TOX/ZAP70",14
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","40/3909","108/18986",0.37037037037037,1.79888765716343,4.23935969732003,5.8474744467745e-05,0.00302630767679788,0.00261395730015002,"ADAM17/AKAP12/ARFGEF2/ARID5A/C1QTNF4/CARD9/CCR2/CD2/CLEC7A/CLU/CYBB/DDT/DHX9/FCGR2A/FCGR3A/FZD5/HSPB1/IFIH1/IFNG/IFNGR1/JAK2/LBP/LILRA5/LRRK2/LY96/MAPKAPK2/NFATC4/OAS3/PF4/PTPN11/PTPRC/PTPRJ/PYCARD/RIPK2/SPHK2/SYK/TGFB1/TLR1/TLR2/TLR4",40
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","41/3909","112/18986",0.366071428571429,1.77800771114278,4.20476381352285,6.47442909609804e-05,0.00332354026933033,0.00287069038484244,"ADAM17/AKAP12/ARFGEF2/ARID5A/C1QTNF4/CARD9/CCR2/CD2/CD86/CLEC7A/CLU/CYBB/DDT/DHX9/FCGR2A/FCGR3A/FZD5/HSPB1/IFIH1/IFNG/IFNGR1/JAK2/LBP/LILRA5/LRRK2/LY96/MAPKAPK2/NFATC4/OAS3/PF4/PTPN11/PTPRC/PTPRJ/PYCARD/RIPK2/SPHK2/SYK/TGFB1/TLR1/TLR2/TLR4",41
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","50/3909","145/18986",0.344827586206897,1.67482643942802,4.15340981258045,6.71153088250132e-05,0.00341746822517043,0.00295182016148042,"ATAD5/BCL2/CCDC88B/CCR2/CD274/CD28/CD320/CD38/CD46/CD55/CD6/CD70/CD86/DHPS/EFNB1/FCGR3A/FCRL3/GPR183/HES1/HLA-DPA1/ICOSLG/IGF2/IGFBP2/IL15/IL1B/IL2RA/IL7/JAK2/MEF2C/MPL/NCK1/NCKAP1L/NFATC2/PDCD1LG2/PELI1/PRKCQ/PTPRC/PYCARD/RIPK2/SHH/SLAMF1/SYK/TCF3/TFRC/TGFBR2/TLR4/TNFSF13B/TNFSF4/TYK2/ZAP70",50
"GO:0070555","GO:0070555","response to interleukin-1","42/3909","116/18986",0.362068965517241,1.75856776139942,4.17270896207738,7.10989986325524e-05,0.00359135261892749,0.00310201188981267,"ADAMTS7/AKAP12/CACTIN/CCL2/CD38/CHI3L1/CXCL8/DAB2IP/EDN1/EGR1/GBP1/HES1/HIF1A/HYAL1/IL1B/IL1RAP/IL1RN/IRAK1/IRAK3/IRAK4/MAP2K7/MAP3K7/MAPK3/MMP2/MYLK3/NFKB1/NR1D1/PCSK1/PYCARD/RC3H1/RELA/RIPK2/RPS6KA4/SELE/SIGIRR/TANK/TLE5/TOLLIP/UPF1/VRK2/YTHDC2/ZBP1",42
"GO:0016241","GO:0016241","regulation of macroautophagy","62/3909","191/18986",0.324607329842932,1.57661672151392,4.07815210290246,7.6367971838822e-05,0.00380196032239743,0.00328392318329212,"AKT1/ATG2A/ATG5/ATP5IF1/ATP6V0C/ATP6V0E1/ATP6V1A/ATP6V1B2/BAG3/BNIP3L/C9orf72/CAPN1/CAPNS1/CASP3/CDC37/DDRGK1/EHMT2/EXOC1/EXOC4/FBXO7/FBXW7/FKBP8/FYCO1/FZD5/GPSM1/HIF1A/LRRK2/LRSAM1/LYPLA1/LZTS1/MAP3K7/MAPK3/MAPK8/MTOR/NEDD4/NPC1/NRBP2/NUPR1/PHF23/PIK3R4/PIM2/PINK1/PIP4K2A/PIP4K2C/RIPK2/RNF31/RNF41/SCFD1/SNX5/SPTLC1/SUPT5H/TBC1D25/TRIM13/TSC2/UBQLN1/UBQLN4/UFL1/ULK1/USP36/UVRAG/VPS13C/VPS13D",62
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","38/3909","102/18986",0.372549019607843,1.80946934926439,4.17382433934395,7.64727527628245e-05,0.00380196032239743,0.00328392318329212,"ARMC5/BRD2/BRD4/CD69/CD83/CD86/CTSL/ENTPD7/GATA3/GPR183/HLA-DRA/HLA-DRB1/HLX/IFNG/IL2RG/IRF4/JUNB/LEF1/LGALS1/MALT1/MTOR/NCKAP1L/NFKBIZ/RARA/RC3H1/RIPK2/RUNX1/RUNX3/SEMA4A/SHB/SLAMF6/SMAD7/STAT4/TBX21/TNFSF4/TOX/ZBTB7B/ZFPM1",38
"GO:0042098","GO:0042098","T cell proliferation","68/3909","215/18986",0.316279069767442,1.53616639002421,4.02583322808761,8.72534481600841e-05,0.00430404899752165,0.0037175996292549,"ALKBH5/ARG1/ARMC5/BAX/BMP4/BTN3A1/CASP3/CCDC88B/CCR2/CD151/CD274/CD28/CD46/CD55/CD6/CD70/CD86/CR1/CTLA4/DHPS/DLG5/DOCK2/DOCK8/EFNB1/ERBB2/GLMN/HES1/HLA-DPA1/HLA-DRB1/ICOSLG/IGF2/IGFBP2/IL15/IL1B/IL2RA/IRF1/JAK2/MAD1L1/MALT1/MARCHF7/NCK1/NCKAP1L/PDCD1LG2/PELI1/PIK3CG/PRDX2/PRKCQ/PTPRC/PYCARD/RASGRP1/RC3H1/RIPK2/RIPOR2/SCRIB/SHH/SLAMF1/SLC4A2/SOS2/SYK/TFRC/TGFB1/TGFBR2/TMEM131L/TNFSF13B/TNFSF4/TYK2/ZAP70/ZBTB7B",68
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","56/3909","169/18986",0.331360946745562,1.60941901634977,4.05195702172844,8.91926663983193e-05,0.0043656007413875,0.0037707646234981,"ARG1/ATM/AXL/BANK1/BMP4/CASP3/CD274/CD69/CD86/CR1/CTLA4/DLG5/ERBB2/FBXO7/GLMN/HLA-DRB1/HLX/ID2/IL2RA/IRF1/LAPTM5/LGALS1/LST1/LYN/MAD1L1/MARCHF7/MICA/MNDA/PAG1/PARP3/PDCD1LG2/PELI1/PGLYRP3/PIBF1/PKN1/PRDX2/PTPN2/RASSF5/RC3H1/RHBDD3/RIPOR2/RUNX1/RUNX3/SCRIB/SHH/SLC4A2/SMAD7/SOX11/TARM1/TBX21/TGFB1/TIGIT/TMEM131L/TNFSF4/UFL1/ZBTB7B",56
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","63/3909","196/18986",0.321428571428571,1.56117750246683,4.02110641120585,9.26830943395285e-05,0.00450154659738294,0.00388818713986313,"ADGRF5/ARG1/ATM/AXL/BANK1/BMP4/CASP3/CD274/CD69/CD84/CD86/CR1/CTLA4/DLG5/ERBB2/FBXO7/GLMN/GPER1/GRN/HLA-DRB1/HLX/ID2/IL2RA/IRF1/LAPTM5/LGALS1/LST1/LYN/MAD1L1/MARCHF7/MICA/MNDA/NR1D1/PAG1/PARP3/PDCD1LG2/PELI1/PGLYRP3/PIBF1/PKN1/PRDX2/PTPN2/PTPRC/RASSF5/RC3H1/RHBDD3/RIPOR2/RUNX1/RUNX3/SCRIB/SHH/SLC4A2/SMAD7/SOX11/TARM1/TBX21/TGFB1/TIGIT/TMEM131L/TNFSF4/UFL1/ZBTB46/ZBTB7B",63
"GO:0010171","GO:0010171","body morphogenesis","23/3909","52/18986",0.442307692307692,2.14828699057402,4.22193554239048,0.000101113487981212,0.00487351574895705,0.00420947353339221,"ANKRD11/ARID5B/CLASP2/DAG1/FLVCR1/FUZ/GREM2/LEF1/MMP2/MSX1/OFD1/PHLDB1/PTPN11/RRAS/SCX/SGPL1/SKI/SSBP3/STRA6/TGFB1/TGFB3/VPS13B/ZNF281",23
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","55/3909","166/18986",0.331325301204819,1.60924588607692,4.01437101565711,0.00010290044574758,0.00492207132159256,0.00425141315325526,"ATAD5/BCL2/CCDC88B/CCR2/CD274/CD28/CD320/CD38/CD46/CD55/CD6/CD70/CD86/CSF1/CSF2RB/DHPS/EFNB1/FCGR3A/FCRL3/GPR183/HES1/HLA-DPA1/ICOSLG/IGF2/IGFBP2/IL15/IL1B/IL2RA/IL7/JAK2/LYN/MAPK3/MEF2C/MPL/NCK1/NCKAP1L/NFATC2/PDCD1LG2/PELI1/PRKCQ/PTPRC/PYCARD/RIPK2/SHH/SLAMF1/ST6GAL1/SYK/TCF3/TFRC/TGFBR2/TLR4/TNFSF13B/TNFSF4/TYK2/ZAP70",55
"GO:0050864","GO:0050864","regulation of B cell activation","46/3909","133/18986",0.345864661654135,1.6798635114263,4.00624945960235,0.000118552284549945,0.00562811371916056,0.00486125355166811,"ATAD5/ATM/BAD/BANK1/BCL2/CASP3/CD19/CD28/CD320/CD38/CR1/CTLA4/CYLD/DDRGK1/FCRL3/GPR183/ID2/IKZF3/IL2RG/IL7/KMT5C/LAPTM5/LYN/MEF2C/MNDA/MZB1/NCKAP1L/NFATC2/PARP3/PELI1/PKN1/PPP2R3C/PTPRC/RC3H1/SLC15A4/SUPT6H/SYK/TBX21/TCF3/TFRC/TGFB1/TLR4/TNFSF13/TNFSF13B/TNFSF4/XBP1",46
"GO:0010803","GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","28/3909","69/18986",0.405797101449275,1.97095517219646,4.11413237700148,0.000120087027252113,0.00564422970861034,0.0048751736525866,"ADAM17/CARD16/CARD8/CASP4/CASP8/CYLD/DICER1/EXT1/F2RL1/GPS2/GSTP1/HSPA1A/HSPA1B/LAPTM5/MAPKAPK2/MIB2/NAIP/NOL3/PELI3/PIAS4/PTPN2/PYCARD/SHARPIN/SPPL2B/SYK/TANK/TRAF2/ULK1",28
"GO:0002819","GO:0002819","regulation of adaptive immune response","69/3909","221/18986",0.312217194570136,1.51643787569931,3.93206426313172,0.000120679602575609,0.00564422970861034,0.0048751736525866,"ARG1/ARID5A/ATAD5/B2M/BRD2/BRD4/CARD9/CCR2/CD226/CD274/CD28/CD46/CD55/CD69/CLEC7A/CR1/CR1L/CR2/CYRIB/DENND1B/FBXO38/FCER2/FCGR1A/FZD5/GATA3/HLA-DRA/HLA-DRB1/HLA-F/HLX/IL1B/IL7R/IRF1/IRF7/JAK2/JUNB/KMT5C/LGALS1/MALT1/MAP3K7/MEF2C/MICA/NCKAP1L/NFKBIZ/PARP3/PKN1/PRKCQ/PTPRC/PYCARD/RC3H1/RIPK2/SKAP1/SLAMF1/SLC15A4/SMAD7/STX7/SUPT6H/SUSD4/TBX21/TFRC/TGFB1/TNFSF13/TNFSF13B/TNFSF4/TRAF2/TRPM4/TYK2/UFL1/ULBP2/ZBTB7B",69
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in protein catabolic process","47/3909","137/18986",0.343065693430657,1.66626893207328,3.98516546039726,0.00012564479280596,0.00583324427777083,0.00503843399015232,"AGTPBP1/AKT1/ATP5IF1/AURKA/AXIN1/BAG6/CLU/COP1/CSNK1A1/CTSC/DAB2IP/DDRGK1/DISC1/DNAJB2/DVL1/ELOB/FBXW7/FZR1/GABARAP/HAMP/HERPUD1/HSPA1A/HSPA1B/HSPBP1/KEAP1/LAPTM5/LRRK2/NOP53/NUPR1/PIAS1/PSMC3/PSMC5/PTK2B/PYHIN1/RAD23A/RNF139/SGTA/SMAD7/TF/TMEM259/TMX1/TRAF7/TRIB1/UBQLN1/UFL1/USP5/XBP1",47
"GO:0007264","GO:0007264","small GTPase-mediated signal transduction","135/3909","491/18986",0.274949083503055,1.33542678418752,3.83435205268296,0.000127108597903192,0.00585812910336319,0.00505992812705678,"ABR/APOE/ARFGEF1/ARFGEF2/ARHGAP1/ARHGAP15/ARHGAP18/ARHGAP23/ARHGAP25/ARHGAP33/ARHGAP39/ARHGAP4/ARHGAP45/ARHGDIA/ARHGEF1/ARHGEF15/ARHGEF17/ARHGEF25/ARHGEF3/ARHGEF40/ARHGEF7/CCDC88C/CDC42EP1/CDC42EP2/CDC42EP3/CDC42EP4/CDC42EP5/CDC42SE2/CGNL1/CHM/CSF1/CSNK1A1/CUL3/CYRIB/CYTH2/DAB2IP/DENND4A/DOCK10/DOCK11/DOCK2/DOCK5/DOCK8/DOCK9/DOK4/DOK6/ECT2/ELMO1/EPS8L1/EPS8L2/ERBB2/F2RL1/FGD1/FLCN/FLOT1/GABARAP/GDI1/GIT1/GRAP2/HRAS/IQSEC2/ITGA3/KANK2/KCTD13/LIMK1/LRRK2/LZTR1/NET1/NGFR/NISCH/NTN1/NUCB1/NUP62/OBSCN/OGT/PDPN/PICALM/PIK3CG/PLD2/PLEKHG1/PLEKHG4/PLEKHG5/PLEKHG7/PLK2/PSD/PSD2/RAB30/RAB39B/RALBP1/RALGAPA1/RALGAPA2/RALGAPB/RALGPS2/RAPGEF3/RAPGEF4/RAPGEF5/RAPGEF6/RASA2/RASA4/RASGEF1B/RASGRF2/RASGRP1/RASGRP3/RASIP1/RASSF1/RB1/RGL1/RGL2/RGL3/RHOC/RHOH/RHOT2/RIPOR1/RIPOR2/RND2/RRAD/RRAS/RTKN/RUNDC3A/SEMA4D/SHOC2/SIPA1/SOS2/STK19/STMN1/STMN3/SYDE1/SYNGAP1/TAGAP/TAX1BP3/TEK/TGM2/TNK2/TRIO/TSC2/USP50",135
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","65/3909","206/18986",0.315533980582524,1.53254749433098,3.91313499488622,0.000133104893553997,0.00609003114420246,0.00526023229216827,"ARG1/ARID5A/ATAD5/B2M/BRD2/BRD4/CARD9/CCR2/CD226/CD274/CD28/CD46/CD55/CD69/CLEC7A/CR1/CR1L/CR2/CYRIB/DENND1B/FBXO38/FCER2/FCGR1A/FZD5/GATA3/HLA-DRA/HLA-DRB1/HLA-F/HLX/IL1B/IL7R/JAK2/JUNB/KMT5C/LGALS1/MALT1/MAP3K7/MEF2C/MICA/NCKAP1L/NFKBIZ/PARP3/PKN1/PRKCQ/PTPRC/RC3H1/RIPK2/SLAMF1/SLC15A4/SMAD7/STX7/SUPT6H/SUSD4/TBX21/TFRC/TGFB1/TNFSF13/TNFSF13B/TNFSF4/TRAF2/TRPM4/TYK2/UFL1/ULBP2/ZBTB7B",65
"GO:1903894","GO:1903894","regulation of IRE1-mediated unfolded protein response","10/3909","15/18986",0.666666666666667,3.23799778289418,4.41510298277236,0.000145490923733446,0.00657357330772537,0.00567788928651871,"BAX/BBC3/BCL2L11/DAB2IP/DDRGK1/DNAJB9/FICD/PTPN1/TMEM33/UFL1",10
"GO:0061448","GO:0061448","connective tissue development","86/3909","290/18986",0.296551724137931,1.4403507379081,3.84772518725533,0.000145755505714532,0.00657357330772537,0.00567788928651871,"ABHD15/ADAMTS7/ARID5A/ARID5B/ARRDC3/BBS1/BGN/BMP2/BMP4/BMP8A/BPNT2/CASR/CBS/CHADL/CHI3L1/CHST11/CHSY1/COL11A2/COL27A1/COL5A1/COL6A1/CRIP1/CSF1/DDRGK1/DYRK1B/EDN1/EGR1/EIF2AK3/EXT1/EXT2/FOSL2/FOXA1/GATA3/GDF7/HIF1A/HMGA2/HOXA11/HOXC4/HRAS/HSD17B1/HYAL1/KAT2A/LOX/LRP5/LTBP3/MAPK14/MAPK3/MATN1/MEF2C/MKKS/MSX1/NCOA1/NCOA2/NFATC2/PDGFB/PITX1/PKD1/PPARD/PTPN11/RARA/RARG/RASAL2/RB1/RFLNB/RUNX1/RUNX3/SCX/SELENOM/SHOX2/SIX2/SLC39A13/SLC39A14/SMAD7/SNX19/SORL1/SOX8/SRF/TGFB1/TGFBR2/THRA/TRIP11/TRPM4/VPS13B/XBP1/ZEB1/ZNF219",86
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","75/3909","247/18986",0.303643724696356,1.4747965610348,3.8244017148143,0.000168533805892393,0.00752404037695242,0.00649885020639023,"AP3B1/ATP6AP1/BAP1/BMP2/BMP4/CAMK4/CASP10/CASP8/CCR1/CCR7/CSF1/EFNA2/EVI2B/F2RL1/FAM20C/FASN/FBXW7/FES/FOSL2/GAB2/GATA3/GPR137/GPR137B/GPR183/HLA-DRB1/HOXA7/HSF1/ID2/IFI16/IFNG/IGHE/IL15/IREB2/IRF4/IRF7/JUNB/LBR/LEF1/LTBR/LYN/MAPK14/MMP9/MTOR/MYH9/NEDD9/P2RX5/PF4/PTPN2/RARA/RASSF2/RB1/RUNX1/SBNO2/SH3PXD2A/SLC4A2/SNX10/SP3/SRP54/TF/TFE3/TFRC/TGFB1/TGFBR2/TLR2/TLR4/TM4SF19/TMEM64/TNFAIP6/TOB2/TRIB1/TSPAN2/UBD/VEGFA/ZBTB46/ZFPM1",75
"GO:0000209","GO:0000209","protein polyubiquitination","79/3909","263/18986",0.300380228136882,1.45894576909871,3.81620938023134,0.000169213451619773,0.00752404037695242,0.00649885020639023,"ANAPC1/ANAPC10/ANAPC2/ANAPC7/AREL1/AXIN1/BCL2/CDC27/CDC34/CUL1/CUL3/DTL/DZIP3/FBXO38/FBXO4/FBXO7/FZR1/GABARAP/GPS2/HAMP/HERC5/IRF2BP1/KLHL3/LNPEP/LRSAM1/MARCHF1/MARCHF7/MGRN1/MYCBP2/NBN/NEDD4/NHLRC3/NT5C2/PARP10/PELI1/PELI3/PLAA/RBCK1/RC3H1/RIPK2/RNF111/RNF126/RNF135/RNF166/RNF168/RNF213/RNF31/RNF41/RNF6/RUSC1/SHARPIN/SKP2/SPSB3/TCF25/TMEM129/TNKS/TNKS2/TPP2/TRAF2/TRAF7/TRIM22/TRIM26/TRIM55/TRIM56/TRIM65/TRIP12/UBE2E2/UBE2G1/UBE2J1/UBE2Q1/UBE2S/UBE2W/UBE3A/UBE4A/UBR2/UBR4/UBR5/WSB1/ZNF598",79
"GO:0007051","GO:0007051","spindle organization","64/3909","204/18986",0.313725490196078,1.52376366253844,3.82965982605668,0.000179021254171209,0.00790447691494414,0.00682745026029468,"AAAS/ANKRD53/ASPM/AURKA/BORA/CCDC61/CCSAP/CENPE/CEP120/CEP192/CEP72/CHD3/CHMP1A/CHMP2A/CHMP4A/CHMP4C/CLASP2/DCTN1/DCTN2/EML3/FBXO5/GTF2B/HAUS5/HAUS7/HDAC3/HSPA1A/HSPA1B/ILK/INCENP/INTS13/KIF3B/KIFC2/LIMK2/LZTS2/MAP10/MAP1S/MAP4/MAPK15/MAPRE3/MYBL2/MYH9/NUDC/NUF2/NUMA1/NUP62/PARP3/PCNT/PIBF1/PKD1/PLK2/RIPOR2/SPAG5/SPICE1/STMN1/SUN2/TACC2/TNKS/TPPP/TUBG1/TUBGCP3/UVRAG/WASHC5/WDR62/ZNF207",64
